Date,Open,High,Low,Close,Adj Close,Volume
2020-04-06,16.049999,16.100000,15.180000,15.770000,15.768831,123934200
2020-04-07,16.610001,17.070000,16.340000,16.400000,16.398783,140498900
2020-04-08,16.500000,17.530001,16.400000,17.320000,17.318714,116151600
2020-04-09,17.940001,18.690001,16.500000,16.820000,16.818750,185771300
2020-04-13,16.820000,17.090000,16.330000,16.930000,16.928745,93724000
2020-04-14,17.020000,17.299999,16.610001,16.730000,16.728760,91017200
2020-04-15,16.040001,16.469999,15.860000,16.379999,16.378786,86749600
2020-04-16,16.670000,16.760000,15.530000,15.720000,15.718835,115633300
2020-04-17,15.750000,16.129999,15.560000,16.129999,16.128803,116733000
2020-04-20,15.480000,16.330000,15.340000,15.950000,15.948816,133739400
2020-04-22,15.850000,16.750000,15.780000,16.750000,16.748756,114967100
2020-04-23,17.200001,17.430000,16.620001,16.950001,16.949198,94759000
2020-04-24,16.690001,16.790001,15.280000,15.950000,15.949244,161188800
2020-04-27,16.139999,16.530001,15.780000,16.450001,16.449223,85944900
2020-04-28,17.040001,17.250000,16.629999,17.250000,17.249655,91613600
2020-04-29,17.799999,18.480000,17.530001,18.200001,18.199636,94528400
2020-04-30,17.980000,18.420000,17.700001,18.049999,18.049637,80263900
2020-05-04,17.430000,17.620001,17.180000,17.379999,17.379652,60268400
2020-05-05,17.900000,18.480000,17.870001,17.940001,17.939642,75043400
2020-05-06,17.870001,18.059999,17.280001,17.280001,17.279655,67937500
2020-05-07,17.750000,17.870001,17.350000,17.440001,17.439651,81265100
2020-05-08,17.740000,18.580000,17.709999,18.480000,18.479630,83232700
2020-05-11,18.299999,18.930000,18.110001,18.150000,18.149635,65061500
2020-05-12,18.530001,18.830000,18.129999,18.139999,18.139637,71837200
2020-05-13,18.260000,18.350000,17.520000,17.590000,17.589647,87222300
2020-05-14,17.400000,17.469999,16.719999,17.400000,17.399651,119653200
2020-05-15,17.990000,18.190001,17.150000,17.150000,17.149656,133733100
2020-05-18,18.100000,18.540001,17.920000,18.540001,18.539629,116999500
2020-05-19,18.510000,18.930000,18.410000,18.680000,18.679626,80131600
2020-05-20,19.090000,19.440001,19.059999,19.299999,19.299612,74595100
2020-05-21,19.500000,19.770000,19.070000,19.190001,19.189617,81327000
2020-05-22,18.799999,18.900000,18.350000,18.670000,18.669626,71259400
2020-05-25,19.480000,19.559999,19.260000,19.480000,19.479609,38033000
2020-05-26,19.980000,20.090000,19.330000,19.670000,19.669605,68716900
2020-05-27,19.799999,19.930000,19.150000,19.930000,19.929602,74790800
2020-05-28,19.690001,20.080000,19.450001,19.770000,19.769604,65023000
2020-05-29,19.549999,20.340000,19.299999,20.340000,20.339592,128832600
2020-06-01,20.150000,20.559999,20.000000,20.330000,20.329594,86579500
2020-06-02,20.750000,21.400000,20.600000,21.400000,21.399570,77235100
2020-06-03,21.860001,21.910000,21.410000,21.469999,21.469570,86219700
2020-06-04,21.389999,21.780001,21.040001,21.430000,21.429571,107401400
2020-06-05,22.290001,23.030001,22.059999,22.100000,22.099558,114137700
2020-06-08,22.549999,22.590000,22.010000,22.530001,22.529549,82444400
2020-06-09,22.030001,22.040001,21.639999,21.719999,21.719564,96488300
2020-06-10,21.889999,21.900000,21.000000,21.400000,21.399570,102551100
2020-06-12,20.620001,21.170000,20.100000,20.600000,20.599588,116746700
2020-06-15,19.809999,21.090000,19.540001,20.700001,20.699587,99931000
2020-06-16,21.559999,21.910000,21.170000,21.370001,21.369574,94510600
2020-06-17,21.480000,21.850000,21.150000,21.440001,21.439571,63268700
2020-06-18,21.180000,21.770000,21.080000,21.600000,21.599567,56893300
2020-06-19,22.000000,22.219999,21.219999,21.469999,21.469570,91139800
2020-06-22,21.600000,21.600000,20.900000,20.950001,20.949581,45419000
2020-06-23,21.219999,22.070000,21.139999,21.650000,21.649567,78950900
2020-06-24,21.490000,21.559999,20.709999,21.000000,20.999580,65162400
2020-06-25,20.910000,21.469999,20.730000,21.469999,21.469570,47263500
2020-06-26,21.209999,21.469999,20.780001,20.840000,20.839582,55499300
2020-06-29,21.100000,21.660000,20.930000,21.660000,21.659567,59809600
2020-06-30,21.340000,21.799999,21.090000,21.549999,21.549568,65010600
2020-07-01,21.750000,22.250000,21.520000,21.709999,21.709564,78983900
2020-07-02,22.100000,22.209999,21.860001,22.059999,22.059557,56345900
2020-07-03,21.950001,22.180000,21.799999,21.980000,21.979559,24060000
2020-07-06,22.389999,22.860001,22.309999,22.510000,22.509550,58070900
2020-07-07,22.340000,22.469999,22.139999,22.230000,22.229555,46591300
2020-07-08,22.450001,22.760000,22.400000,22.650000,22.649546,49136300
2020-07-09,22.780001,22.809999,22.059999,22.139999,22.139557,57151500
2020-07-10,22.190001,22.650000,22.059999,22.510000,22.509550,57428300
2020-07-13,22.610001,22.650000,22.160000,22.160000,22.159555,55425500
2020-07-14,22.129999,22.959999,21.860001,22.900000,22.899542,89380500
2020-07-15,23.200001,23.430000,22.850000,23.340000,23.339533,58390600
2020-07-16,23.160000,23.280001,22.520000,22.719999,22.719543,69698700
2020-07-17,22.830000,23.030001,22.580000,22.740000,22.739544,49927600
2020-07-20,22.700001,22.910000,22.520000,22.740000,22.739544,48679800
2020-07-21,23.150000,23.600000,23.139999,23.370001,23.369534,101769600
2020-07-22,23.299999,23.410000,23.010000,23.049999,23.049538,43085500
2020-07-23,23.160000,23.230000,22.540001,22.570000,22.570000,64072100
2020-07-24,22.540001,23.059999,22.420000,22.730000,22.730000,43380300
2020-07-27,22.870001,23.250000,22.450001,23.200001,23.200001,56539600
2020-07-28,23.040001,23.320000,22.799999,22.799999,22.799999,48353000
2020-07-29,23.030001,23.250000,22.920000,23.170000,23.170000,44011500
2020-07-30,22.920000,22.920000,22.500000,22.820000,22.820000,57859000
2020-07-31,22.920000,23.139999,22.160000,22.200001,22.200001,75397300
2020-08-03,22.540001,22.549999,21.719999,21.799999,21.799999,63598500
2020-08-04,21.459999,22.049999,21.250000,21.780001,21.780001,63011900
2020-08-05,22.230000,23.280001,22.230000,23.180000,23.180000,137214700
2020-08-06,23.280001,23.530001,23.010000,23.219999,23.219999,56375100
2020-08-07,22.860001,22.910000,22.549999,22.790001,22.790001,56040200
2020-08-10,22.900000,23.450001,22.639999,23.450001,23.450001,52390100
2020-08-11,23.709999,23.879999,23.059999,23.080000,23.080000,66342300
2020-08-12,23.360001,23.680000,23.080000,23.480000,23.480000,67008500
2020-08-13,23.450001,23.580000,22.709999,22.840000,22.840000,44588200
2020-08-14,22.770000,22.980000,22.530001,22.670000,22.670000,38422000
2020-08-17,22.680000,22.840000,22.150000,22.600000,22.600000,52064300
2020-08-18,22.930000,23.240000,22.770000,23.020000,23.020000,49361300
2020-08-19,22.950001,23.320000,22.750000,22.889999,22.889999,51982100
2020-08-20,22.520000,22.870001,22.350000,22.730000,22.730000,55251700
2020-08-21,22.540001,22.629999,22.350000,22.559999,22.559999,38668300
